code,name
352770,클리노믹스
352910,오비고
352940,인바이오
353060,에이치엠씨제5호스팩
353070,에이치엠씨제4호스팩
353190,휴럼
353490,미래에셋대우스팩 5호
353810,이지바이오
354200,엔젠바이오
355150,교보10호스팩
356860,티엘비
356890,싸이버원
357230,에이치피오
357550,석경에이티
357580,아모센스
357780,솔브레인
359090,엔에이치스팩17호
361390,제노코
361670,삼영에스앤씨
363250,진시스템
363260,하나금융17호스팩
365270,큐라클
365590,엔에이치스팩18호
366330,신한제7호스팩
367000,플래티어
367340,DB금융스팩8호
367360,DB금융스팩9호
367460,유안타제7호스팩
367480,유안타제8호스팩
368770,한국9호스팩
369370,대신밸런스제9호스팩
372290,하나머스트7호스팩
373200,IBKS제15호스팩
373340,유진스팩6호
376190,엘비루셈
376980,원티드랩
377030,맥스트
377400,하이제6호스팩
377630,삼성스팩4호
380320,삼성머스트스팩5호
383310,에코프로에이치엔
386580,한화플러스제2호스팩
388790,IBKS제16호스팩
950190,미투젠
950110,SBI핀테크솔루션즈
950170,JTC
950180,SNK
950130,엑세스바이오
950140,잉글우드랩
950160,코오롱티슈진
950220,네오이뮨텍(Reg.S)
950200,소마젠
900280,골든센츄리
900120,씨케이에이치
900250,크리스탈신소재
900070,글로벌에스엠
900100,애머릿지
